id	source	translation
1150	上軍浦口，值風起浪生，沿流溯波，無敢行者。	上 軍 浦 口 ， 正 值 風 起 浪 起 ， 沿 流 溯 流 ， 没 有 人 敢 行 進 。
1151	軍直兵啟：風浪大，不可冒，宜入浦待靜，兼應解周何郎神。	軍 隊 正 兵 啓 奏 ： 風 浪 大 ， 不 能 冒 犯 ， 應 進 入 浦 口 等 候 静 静 ， 并 且 應 當 解 除 周 何 郎 神 。
1152	上曰：“周公瑾何無忌。在昔勤王，如我今日，亦復何異？爾若有靈，當令風靜。”	皇 上 説 ： 周 公 瑾 爲 什 麽 無 忌 憚? 在 昔 日 勤 王 ， 如 今 我 如 今 ， 也 有 什 麽 不 同 呢? 你 如 果 有 靈 ， 應 當 讓 風 静 。
1153	因打上鼓催進。	因 而 打 上 鼓 催 促 進 軍 。
1154	行途未遠，便波恬風息。	行 程 不 遠 ， 就 會 波 濤 恬 静 風 息 。
1155	於是利涉，常乘便風。	於 是 利 於 涉 水 ， 常 常 乘 坐 方 便 的 船 。
1156	漢沔穀貴，百姓多饑。	漢 穀 貴 ， 百 姓 多 饑 荒 。
1157	上賑救乏絕，闔境不匱。	皇 上 救 濟 救 濟 缺 乏 ， 全 境 不 匱 乏 。
1158	九月九日，上出講武，時士女觀者遠近畢至。	九 月 九 日 ， 皇 上 出 來 講 習 武 藝 ， 當 時 士 女 觀 看 的 人 遠 近 都 來 到 。
1159	中間忽暴風起，煙塵四合。	中 間 忽 然 暴 風 起 ， 烟 塵 四 合 。
1160	當上所居，獨白日清照，有紫雲特起。	當 皇 上 所 住 的 地 方 ， 祇 有 白 日 清 明 照 耀 ， 有 紫 雲 特 别 出 現 。
1161	始齊高在府夢著屐，上太極殿，三人從，一從齊武，一人齊明，一人張天地圖而不識。	當 初 齊 高 祖 在 府 中 夢 見 戴 屐 ， 上 太 極 殿 ， 三 人 跟 從 ， 一 人 跟 隨 齊 武 ， 一 個 齊 明 ， 一 位 天 地 圖 而 不 認 識 。
1162	意言是太祖子弟。	意 思 説 是 太 祖 的 子 弟 。
1163	及踐阼，嘗與太祖密謀，謂太租曰：“我辛苦得天下，而祚不傳孫。我死，龍子當得。龍子死，當屬阿度。此後當還鄉。”	等 到 登 上 皇 位 ， 曾 經 與 太 祖 密 謀 ， 對 太 祖 説 ： 我 辛 苦 得 到 天 下 ， 而 國 運 不 傳 給 孫 子 。 我 死 後 ， 龍 子 應 當 得 到 。 龍 子 死 ， 應 當 歸 屬 阿 度 。 這 以 後 應 當 返 回 家 鄉 。
1164	子孫遂至大霸。	子 孫 於 是 達 到 了 大 霸 。
1165	及太傅援京邑，夜在越城假寐，忽夢見一大人，著朱衣，牽三匹馬來。	等 到 太 傅 援 救 京 城 ， 夜 裏 在 越 城 假 寐 ， 忽 然 夢 見 一 個 大 人 ， 身 穿 朱 衣 ， 牽 着 三 匹 馬 來 。
1166	太傅因騎一匹，騰空半天而墜。	太 傅 乘 騎 一 匹 馬 ， 騰 空 半 天 墜 落 。
1167	次衡陽王，一馬踴過屋而落。	接 着 是 衡 陽 王 ， 一 匹 馬 飛 過 房 屋 而 落 落 。
1168	後上騎一匹，因化成龍，遂飛上天。	後 來 上 騎 一 匹 ， 因 而 變 成 龍 ， 於 是 飛 上 天 。
1169	此幽贊神明，吉之先見。	這 是 幽 贊 神 明 ， 吉 祥 的 先 兆 。
1170	及受終太祖，允恭寶歷。	到 太 祖 受 終 於 太 祖 ， 允 恭 爲 寶 曆 。
1171	臺城內起至敬殿，庶羞百品，若殷薦焉。	臺 城 内 建 起 至 敬 殿 ， 百 種 食 品 百 種 ， 如 同 殷 祭 。
1172	其中隋珠和璧，圓淵方井，侔於宗廟。	其 中 有 隋 珠 和 璧 ， 圓 淵 方 井 ， 與 宗 廟 相 同 。
1173	上晦朔恆號慟哽絕，躬至寢門，若文王之為世子也。	皇 上 晦 日 常 常 悲 痛 痛 哭 ， 親 自 到 寢 門 ， 如 同 文 王 做 了 世 子 。
1174	又奉為太祖，於鍾山起大愛敬寺。	又 奉 爲 太 祖 ， 在 鍾 山 建 造 大 愛 敬 寺 。
1175	又奉為獻后，起大智度寺。	又 奉 爲 獻 后 ， 建 造 大 智 度 寺 。
1176	即位五十年，至於安上治民，移風易俗，度越終古，無得而稱焉。	即 位 五 十 年 ， 至 於 安 定 上 下 治 理 百 姓 ， 移 風 易 俗 ， 超 過 古 代 ， 無 法 稱 頌 。
1177	又作聯珠五十首以明孝道云。	又 作 《 聯 珠 》 五 十 首 用 來 表 明 孝 道 。
1178	伏尋我皇之為孝也。	考 查 我 皇 的 孝 道 。
1179	四運推移，不以榮落遷貿，五德更用，不以貴賤革心。	四 四 運 行 ， 不 因 榮 落 而 遷 徙 ， 五 德 更 改 ， 不 以 貴 賤 而 改 變 心 志 。
1180	臨朝端默，過隙之思彌慚；垂拱巖廊，風樹之悲踰切。	臨 朝 静 默 ， 過 隙 之 間 思 念 更 加 慚 愧 ； 坐 在 巖 廊 廊 廊 ， 風 樹 樹 木 的 悲 傷 超 過 常 情 。
1181	齊潔宗廟，虔事郊禋。	齊 潔 祭 祀 宗 廟 ， 虔 誠 祭 祀 郊 祀 。
1182	言未發而涕零，容弗改而傷慟。	言 未 發 而 涕 淚 流 落 ， 容 貌 不 改 變 而 悲 傷 痛 哭 。
1183	所謂終身之憂者，是之謂也。	所 謂 終 身 之 憂 ， 就 是 這 個 意 思 。
1184	蓋虞舜夏禹，周文梁帝，萬載之中，四人而已。	大 概 是 虞 舜 夏 禹 ， 周 文 帝 梁 梁 帝 ， 萬 載 之 中 ， 祇 有 四 人 而 已 。
1185	末喜，桀之妃，美於色，薄於德。	末 喜 ， 是 桀 的 妃 子 ， 美 麗 ， 薄 於 德 。
1186	亂孳無道，女子行丈夫志，身常帶劍。	亂 人 無 道 ， 女 子 行 丈 夫 志 ， 身 上 常 帶 劍 。
1187	桀嘗置末喜於膝上。	夏 桀 曾 在 膝 上 放 置 末 喜 。
1188	喜謂桀曰：“群臣盡憎妾之貴，乃以益慢於君。君威衰，令多不從，皆以妾為亂君，願賜死。”	劉 喜 對 司 馬 桀 説 ： 群 臣 都 憎 恨 妾 的 貴 貴 ， 却 反 而 對 君 主 更 加 傲 慢 。 君 主 威 勢 衰 微 ， 命 令 大 多 不 聽 從 ， 都 認 爲 妾 是 亂 君 ， 希 望 賜 死 。
1189	桀於是大怒，行苛法，賜與嬖妾，侈益無度，府藏空虛。	夏 桀 於 是 大 怒 ， 實 行 苛 刻 的 法 令 ， 賞 賜 給 妾 ， 奢 侈 更 加 無 度 ， 府 庫 空 虚 。
1190	譽者昌，諫者亡，群下杜口，莫敢正言。	譽 的 人 昌 盛 ， 諫 的 亡 ， 群 臣 閉 口 ， 没 有 誰 敢 正 言 。
1191	造酒池可以運舟，一鼓而牛飲者三千人。	製 造 酒 池 可 以 運 輸 船 隻 ， 一 鼓 而 牛 喝 三 千 人 。
1192	於酒池醉而溺死者無數。	在 酒 池 中 醉 而 溺 死 的 人 没 有 數 以 千 計 。
1193	於是末喜笑之以為樂。	於 是 末 年 喜 歡 笑 笑 以 作 爲 娱 樂 。
1194	夏桀作為璿臺瑤室，象牙之席，白玉之床以處之。	夏 桀 建 造 璿 臺 瑶 室 ， 象 牙 的 席 子 ， 白 玉 的 床 榻 安 置 在 那 裏 。
1195	夏桀淫於婦人，求四方美女，積之後宮。	夏 桀 淫 於 婦 人 ， 尋 找 四 方 美 女 ， 堆 積 在 後 宫 。
1196	俳優侏儒狎徒，能為奇瑋戲者，聚之於傍，造爛漫之樂。	俳 優 侏 儒 的 朋 友 ， 能 作 奇 特 的 戲 戲 的 ， 聚 集 在 旁 邊 ， 作 爛 爛 的 樂 器 。
1197	夏桀嘗鑿霍山通於淵關。	夏 桀 曾 經 鑿 通 霍 山 與 淵 關 相 通 。
1198	夏桀時兩日並出，黑光遍天，攝提之星失其常所。	夏 桀 時 兩 日 出 現 ， 黑 光 遍 天 ， 攝 提 之 星 失 去 其 常 。
1199	伊洛水竭，天雨血，月流精。	伊 洛 水 竭 ， 天 降 血 ， 月 亮 流 精 。
1200	火神回祿，見於黔隧。	火 神 回 禄 ， 出 現 在 黔 隧 。
1201	昔夏后既衰，妖精並見，蜚鴻滿野，夷羊在牧。	昔 日 夏 后 衰 落 ， 妖 異 之 氣 一 同 出 現 ， 飛 鴻 滿 野 ， 夷 羊 在 牧 。
1202	殷帝乙無道，為偶人，謂之天神，與之博，令人為行。	殷 帝 乙 無 道 ， 是 偶 人 ， 稱 他 爲 天 神 ， 讓 人 行 走 。
1203	天神不勝，乃戮辱之。	天 神 不 勝 ， 就 殺 了 他 。
1204	殷武乙無道，嘗為革囊盛血，仰而射之，命曰射天。	殷 武 乙 無 道 ， 曾 經 製 成 革 囊 ， 仰 而 射 ， 命 名 爲 射 天 。
1205	獵於河渭之間，暴震而死。	在 河 渭 之 間 打 獵 ， 突 然 地 震 而 死 。
1206	殷帝紂囚西伯羑里，西伯乃獻獸。	殷 帝 紂 囚 禁 西 伯 里 ， 西 伯 就 進 獻 了 野 獸 。
1207	黃金目，毛如織錦，玉女駭雞犀，九江大貝，青狐元豹，黃熊白虎，因費仲獻紂，紂喜之。	黄 金 眼 ， 毛 如 織 錦 ， 玉 女 驚 犀 ， 九 江 大 貝 ， 黄 熊 白 虎 ， 因 爲 費 仲 獻 紂 ， 商 紂 很 喜 歡 。
1208	殷帝紂淫虐，王子比干諫弗聽，剖其心十二穴，破而觀之。	殷 帝 紂 淫 虐 ， 王 子 比 干 諫 阻 不 聽 ， 剖 開 他 的 心 十 二 穴 ， 打 開 來 觀 看 。
1209	帝紂垂胡長尺四寸，手格猛獸。	帝 紂 的 垂 胡 長 一 尺 四 寸 ， 親 手 搏 擊 猛 獸 。
1210	愛妲己色，重師涓聲。	喜 歡 妲 己 的 顔 色 ， 重 視 師 涓 的 聲 音 。
1211	狗馬奇物，充牣後庭。	狗 馬 奇 物 ， 充 滿 後 宫 。
1212	使男女裸形相隨，為長夜之飲。	使 男 女 裸 身 相 互 跟 隨 ， 作 爲 長 夜 飲 酒 。
1213	時人為之語曰：車行酒，騎行炙。	當 時 人 爲 此 作 了 諺 語 説 ： 車 行 酒 ， 騎 馬 行 炙 。
1214	百二十日為一夜。	一 百 二 十 日 爲 一 夜 。
1215	帝紂時，木林之地宵陷為池，池生淫魚，取而食之，池一夜而竭，得淫魚數百，大悅之。	武 帝 紂 時 ， 木 林 之 地 晚 上 陷 入 池 塘 ， 池 中 生 出 淫 魚 ， 取 來 吃 它 ， 池 水 一 夜 而 枯 竭 ， 得 到 一 百 條 淫 魚 數 百 條 ， 很 喜 歡 。
1216	錫之宮人。	錫 之 是 宫 人 。
1217	宮人悉淫亂。	宫 人 都 淫 亂 淫 亂 。
1218	帝紂時，天雨丹血布及石。	帝 紂 時 ， 天 降 丹 血 布 滿 石 上 。
1219	大者如甕，小者如箕。	大 的 像 瓮 ， 小 的 如 箕 。
1220	周厲王好利近榮公。	周 厲 王 喜 歡 利 益 榮 耀 榮 公 。
1221	大夫內良夫諫之，王怒問衛巫，使監謗者，以告則殺之。	大 大 夫 内 良 夫 勸 諫 他 ， 齊 王 發 怒 問 衛 巫 ， 讓 監 督 誹 謗 的 人 ， 就 報 告 了 他 就 殺 了 他 。
1222	喜曰：“能弭謗矣。”	喜 悦 地 説 ： 能 消 除 謗 謗 了 。
1223	召公曰：“防人之口，甚於防川。	召 公 説 ： 防 禦 别 人 的 口 ， 比 防 備 防 守 川 川 更 厲 害 。
1224	川潰傷人，人亦如之。	河 水 潰 决 傷 害 人 ， 人 民 也 如 此 。
1225	故近臣盡規，親戚補察。	所 以 親 近 大 臣 盡 力 規 勸 ， 親 戚 補 充 。
1226	瞽瞍教誨，耆艾脩之。”王不聽，於是莫敢出言。	教 誨 ， 年 老 的 人 修 養 。 王 不 聽 從 ， 於 是 没 有 人 敢 説 話 。
1227	其先夏后氏衰，有二龍止於夏庭。	其 祖 先 夏 后 氏 衰 亡 ， 有 二 條 龍 停 留 在 夏 庭 。
1228	曰：“餘褒之二君也。”帝殺而埋其？。	説 ： 餘 褒 的 二 君 。 皇 帝 殺 了 他 的 尸 體 。
1229	王代莫敢視。	王 代 没 有 人 敢 去 看 。
1230	厲王發而觀之，使婦人裸而噪之。	厲 王 出 來 觀 看 ， 讓 婦 女 裸 身 而 叫 。
1231	化為元龜。	化 爲 元 龜 。
1232	後宮未齔者遭之。	後 宫 未 成 人 的 人 遭 到 這 種 災 禍 。
1233	既笄而孕褒貶矣。	長 大 以 後 就 懷 孕 了 ， 褒 貶 。
1234	周幽王嬖愛褒姒，褒姒生子白服。	周 幽 王 寵 愛 褒 姒 ， 褒 姒 生 子 白 服 。
1235	廢太子而立之，用褒姒為后。	廢 太 子 而 立 她 ， 任 用 褒 姒 爲 皇 后 。
1236	褒姒者，周宣王時歌云：：“皦皦白服，實亡周國。”宣王下國內有白服者殺之。	褒 褒 ， 是 周 宣 王 時 歌 唱 的 ： 皎 潔 白 服 ， 實 在 滅 周 國 。 宣 王 下 令 國 内 有 白 色 衣 服 的 處 死 。
1237	時褒姒初生，父母不養而棄。	當 時 褒 姒 剛 出 生 ， 父 母 不 養 而 棄 棄 。
1238	白服者聞嬰兒啼，因取以奔褒。	白 服 者 聽 到 嬰 兒 啼 聲 ， 於 是 取 出 來 投 奔 褒 。
1239	後褒人以姒贖罪，因名褒姒焉。	後 來 褒 人 用 姒 贖 罪 ， 於 是 把 褒 姒 改 爲 褒 姒 。
1240	西周君奔秦，蹶角受罪，遣獻其邑。	西 周 君 投 奔 秦 國 ， 蹶 角 受 到 了 處 罰 ， 派 人 獻 出 他 的 封 邑 。
1241	秦受其獻，歸其君於周。	秦 秦 接 受 了 他 的 獻 品 ， 把 他 的 國 君 歸 還 周 朝 。
1242	周赧王卒，降為西周武公。	周 赧 王 去 世 ， 降 爲 西 周 武 公 。
1243	秦始皇聞鬼谷先生言，因遣徐福入海求玉蔬金菜，並一寸椹。	秦 秦 始 皇 聽 説 鬼 谷 先 生 的 話 ， 於 是 派 徐 福 入 海 求 玉 、 金 菜 ， 都 是 一 寸 。
1244	秦二世即位，自幽深宮，以鹿為馬，以蒲為脯。	秦 二 世 即 位 ， 自 幽 深 宫 禁 中 ， 用 鹿 作 馬 ， 用 蒲 作 脯 。
1245	漢昌邑王賀。	漢 昌 邑 王 賀 賀 。
1246	初，昭帝崩，無嗣。	當 初 ， 昭 帝 去 世 ， 没 有 繼 嗣 。
1247	霍光徵賀典喪，到濟陽求長鳴雞卵五百枚。	霍 光 徵 召 賀 賀 主 持 喪 事 ， 到 濟 陽 尋 找 長 鳴 的 雞 蛋 五 百 枚 。
1248	道買積竹杖，過宏農，使大奴宋善以衣車載女子行，居道上不素食，常私買雞豚。	張 道 買 買 積 竹 杖 ， 經 過 宏 農 ， 派 大 奴 宋 善 用 乘 坐 衣 車 載 着 女 子 的 車 子 ， 在 路 上 不 吃 飯 ， 常 常 私 自 買 猪 。
1249	漢有二璽，賀受之大行前，就次發璽不封。	漢 代 有 兩 璽 ， 賀 賀 在 大 行 前 ， 就 在 次 行 發 出 璽 印 不 封 上 。
1250	初至國都不哭，言嗌痛不能哭。	初 到 國 都 不 哭 ， 説 喉 痛 不 能 哭 。
1251	後即位二十七日見廢。	後 來 即 位 二 十 七 天 後 被 廢 黜 。
1252	漢昌邑王賀嘗召皇太后御果下馬，使官奴服之。	漢 昌 邑 王 賀 賀 曾 召 見 皇 太 后 御 果 下 馬 ， 讓 官 奴 服 用 它 。
1253	漢昌邑王賀嘗封奴二百余人，常與居禁闥，使中御府令高昌奉黃金千斤賜侍中，君卿取十妻。	漢 昌 邑 王 賀 賀 曾 封 奴 婢 二 百 餘 人 ， 常 常 與 他 在 宫 禁 中 居 住 ， 派 中 御 府 令 高 昌 獻 黄 金 一 千 斤 賜 給 侍 中 ， 君 卿 取 十 妻 。
1254	漢昌邑王嘗夢青蠅之矢積西階東可五六石，以屋板瓦覆，發視之，青蠅之矢也。	漢 昌 邑 王 曾 夢 見 青 蠅 的 羽 毛 堆 積 在 西 階 東 面 有 五 六 石 ， 用 屋 板 瓦 瓦 覆 蓋 ， 開 視 ， 就 是 青 蠅 之 箭 。
1255	以問龔遂，遂曰：“宜進先帝大臣子孫親近以為左右，如不忍昌邑故人，信用讒諛，必有凶咎。願詭禍為福，皆放逐之。臣當先逐矣。”	以 此 詢 問 龔 遂 ， 龔 遂 説 ： 應 當 進 用 先 帝 的 大 臣 子 孫 親 近 近 臣 ， 如 果 不 忍 心 讓 昌 邑 故 人 ， 信 任 媚 人 ， 必 定 有 凶 惡 的 禍 患 。 希 望 以 禍 福 爲 福 ， 都 放 逐 他 們 。 臣 應 當 先 驅 逐 他 。
1256	漢昌邑王在藩時，有大鳥集於宮中。	漢 昌 邑 王 在 藩 王 位 時 ， 有 大 鳥 飛 集 在 宫 中 。
1257	血汙王坐席，其怪如此。	血 污 王 的 坐 席 ， 其 怪 異 如 此 。
1258	漢昌邑王賀在藩嘗見大白狗戴法冠，問左右，左右皆曰不見。	漢 昌 邑 王 賀 賀 在 藩 國 曾 看 見 大 白 狗 戴 法 冠 ， 問 左 右 ， 左 右 都 説 不 見 。
1259	後王即位二十七日見廢。	後 後 王 即 位 二 十 七 天 後 被 廢 黜 。
1260	漢哀帝即位，寵任董賢。	漢 哀 帝 即 位 ， 寵 愛 董 賢 。
1261	均田之制，從此墮壤。	均 田 的 制 度 ， 從 此 淪 陷 。
1262	百姓訛言，持籌相驚，被髮徒跣而走。	百 姓 訛 言 ， 持 籌 相 互 驚 慌 ， 披 髮 徒 步 而 逃 。
1263	漢氏衰矣。	漢 氏 衰 亡 了 。
1264	漢哀帝時，董賢母病。	漢 哀 帝 時 ， 董 賢 的 母 親 患 病 。
1265	長安廚給祠具。	長 安 厨 房 供 給 祭 祀 的 器 具 。
1266	道中過者皆飲酒，為賢治器成，奉御乃行，賜及蒼頭奴婢，人十萬錢。	路 中 經 過 的 人 都 喝 了 酒 ， 因 爲 賢 能 治 理 器 具 完 成 ， 奉 御 就 行 了 ， 賞 賜 和 賞 賜 以 及 蒼 頭 奴 婢 ， 每 人 十 萬 錢 。
1267	漢桓帝常在南宮長秋和曜殿上作樂。	漢 桓 帝 常 在 南 宫 長 秋 殿 和 曜 殿 上 奏 樂 。
1268	漢桓帝時，黃龍千秋萬歲殿皆被災。	漢 桓 帝 時 ， 黄 龍 千 秋 萬 歲 殿 都 遭 受 災 害 。
1269	漢靈帝本侯家宿貧，即位，常歎曰：“桓帝不能作家居，都無私錢。”	漢 靈 帝 本 來 是 侯 家 貧 困 ， 即 位 ， 常 常 嘆 息 説 ： 桓 帝 不 能 做 家 居 ， 都 没 有 私 錢 。
1270	乃賣官自關內侯、虎賁、羽林各有差。	於 是 賣 官 從 關 内 侯 、 虎 賁 、 羽 林 各 有 差 别 。
1271	私令左右賣公卿錢，公錢千萬，卿錢五百萬。	私 下 命 令 左 右 賣 公 卿 錢 ， 公 錢 一 千 萬 ， 卿 錢 五 百 萬 。
1272	漢靈嘗藏寄小黃門常侍錢，累數千萬。	漢 靈 帝 曾 藏 下 小 黄 門 常 侍 錢 ， 幾 千 萬 。
1273	漢靈帝嘗鑄銅人四，列於蒼龍元武闕外。	漢 靈 帝 曾 鑄 銅 人 四 人 ， 排 列 在 蒼 龍 元 武 闕 外 。
1274	漢靈帝時，鑄四鐘，皆受二千斛，懸於玉堂及雲臺殿前。	漢 靈 帝 時 ， 鑄 造 四 枚 鐘 ， 都 是 二 千 斛 ， 懸 挂 在 玉 堂 及 雲 臺 殿 前 。
1275	漢靈帝起罼圭靈昆苑，以瑉玉為壁，以博山柏節為床。	漢 靈 帝 建 造 圭 靈 昆 苑 ， 用 玉 做 成 墻 壁 ， 用 博 山 柏 節 做 成 床 。
1276	漢靈帝嘗於西園弄狗，著進賢冠帶綬。	漢 靈 帝 曾 在 西 園 弄 狗 ， 穿 進 進 賢 冠 帶 。
1277	漢靈帝時作列肆於後宮，使采女販賣，更相盜竊，鬥爭之聲聞於人間。	漢 靈 帝 時 在 後 宫 設 置 列 肆 ， 讓 采 集 女 子 販 賣 ， 互 相 盗 竊 ， 争 相 搶 奪 ， 鬥 争 的 聲 音 在 人 間 流 傳 。
1278	帝著商賈服，飲宴於其間。	皇 帝 穿 着 商 賈 服 裝 ， 在 其 間 飲 酒 宴 飲 。
1279	漢靈帝時養驢數百，帝自騎之，驅馳遍京師。	漢 靈 帝 時 養 了 幾 百 頭 驢 ， 皇 帝 親 自 騎 馬 ， 驅 馬 遍 布 京 城 。
1280	有時駕四驢入市裏。	有 時 乘 坐 四 匹 驢 進 入 市 中 。
1281	漢靈帝時，黃巾賊起。	漢 靈 帝 時 ， 黄 巾 賊 興 起 。
1282	帝自稱無上將軍，耀兵平樂館。	皇 帝 自 稱 無 上 將 軍 ， 在 平 樂 館 耀 兵 。
1283	上設九葉蓋，蓋皆安九子真金鈴，珠玉之飾稱是也。	上 面 設 九 葉 蓋 ， 蓋 都 安 置 九 子 真 金 鈴 ， 珠 玉 的 裝 飾 都 是 這 樣 的 。
1284	漢靈帝時，樂城門災，延及北闕。	漢 靈 帝 時 ， 樂 城 門 發 生 火 災 ， 蔓 延 到 北 闕 。
