id	source	translation
961	太公、周公作輔。	The Grand Commandant Zhou Zhong and the Excellency over the MassesZhong Yin made a joint appeal.
962	武王渡河伐紂，中流，白魚躍入舟，長一尺四寸。	Wang Fen of Luoyang crossed the Yellow River to enter the territory of Wuling. He crossed the Xiaoping River and went south to join the Wuhuan, and they travelled together in a series of marches until they reached Chang'an.
963	一說云丹鯉，未知孰是。	Hou Kuang's family and the other members of the clan had been in the area of the capital for quite a while, but not one of them had known what was going on.
964	武王俯取以祭。	King Wu of Douwei asked the King of Doulu for a seal and ribbon of office, and he received one of them.
965	既渡，有火至於王屋，流為烏，其色赤，其聲魄云。	As a result, as a group of bandits crossed the Yellow River, there was a fire at the front of the commandery.The emperor himself was poisoned, and all his attendants were killed.
966	是時諸侯不期而會盟津者八百，諸侯皆曰：紂可伐也。	"At this time the Marquis of Marquis Xun, with a marquisate, had no further claim upon the feudal lords.The feudal lords asked for marquises, but the emperor replied, ""It is quite impossible that a feudal lord can be able to obtain such a great fortune."
967	武王曰未可。	King Wu of Wuwei asked the King of Wuzhong to take the place of King Wu.
968	乃還歸。	Then he returned home to return to his home, but he did not go back home to attend the sick and returned home.
969	居二年，聞紂昏亂暴虐滋甚。	In the winter, in the second month, when the people of Wuyin heard of the rebellion, they scattered into the wilderness and scattered into disorder.
970	殺王子比干，囚箕子。	Liu Yuyuan killed Wang Xiu's son Wang Yi and took his wife and children to Liu Zijiang.
971	太師疵、少師彊抱其樂器而奔周。	The Prefect of the Secretariat Xuan Xuan and the Steward of the House of Perpetual Joy Zhou Yu were in the wrong.
972	于是武王遍告诸侯曰:“殷有重罪,不可以不毕伐。”	"""In former times, King Wen of Wuwu [in the reign of Dou Wu] was a marquis of the harem, but he claimed to have disapproved of the wrong-doings of Hou Yin, and he could not claim that he had done no wrong, but could not neglect his responsibilities."
973	乃遵文王,遂率戎车三百乘，虎贲三千人,甲士四万五千人，以东伐纣。	Then King Wen of WEI set up thirty thousand foot-soldiers, with three thousand horsemen, and over a hundred thousand men, to deal with the barbarians of the three provinces.
974	十一年十二月戊午，師渡盟津，諸侯咸會，共行天罰。	In the twelfth month on the day wushen [2 Apr] a mutiny was proclaimed for the empire, and all the empire's officials in the empire rebelled. They plundered the empire and made rebellion.
975	甲子昧爽，武王朝至於商郊牧野，乃誓。	On the day jiawu [16 Feb] Dou Wu was honoured as a marquis, and Dou Wu's son Dou Wu received him as an honoured guest. He was humble and modest, with humility and courtesy, but he was extremely good at administration. All the people turned to him.
976	武王左仗黃鉞，右秉白旄。	The King of Kingling, Dou Wu of Chenliu, had been a pupil of the Yellow Turbans.
977	紂聞武王來，亦發兵七十萬人距武王。	When the King of Wuyan heard that Dou Wu had already arrived, he was angry at Wang Kai and Wang Kai of Hefei. He asked Wang Kai for thirty thousand men to attack Wang Kai.
978	紂師雖眾，皆無戰心，心欲武王亟入。	In the summer, in the sixth month, an edict was issued that all the subjects of Liang kingdom should surrender, and that they should follow the wishes of King Wu. They were afraid they would lose all their authority, so they thought they should surrender to the king.
979	及紂師皆倒兵以戰，以開武王，武王馳之，持太白旗以麾。諸侯畢拜武王，王乃揖諸侯。諸侯畢從。	"As soon as he came in, all the men of the commandery, including the excellencies and ministers, left their posts and fled to the north. The King of Wei asked the King of Chenliu for advice, and Wang Yan replied, ""The King of the Left Counsellor has no authority, and he is enfeoffed as a marquis. He has asked no authority to act as a king, but he has asked to take command of his troops."
980	武王至商國。	King Wu of Wu kingdom came to Pingyuan and abolished the kingdom.
981	商百姓待於郊。	People sang and sang for him for two hundred li.
982	於是天錫黃鳥之旗，遂入至紂死所，武王身射之，三發而後下車，以輕劍擊之，以黃鉞斬紂頭，懸之大白之旗。	At this time the Yellow Turbans were rising in rebellion, and the Chariots and Cavalry were on the point of destruction. They were numbered by the thousands, and in the ranks of one of them they cut off the heads of Dou Wu and Dou Wu. The emperor was extremely angry, and he ordered the Major-in-Chief to cut off his head and display it in the court.
983	肅眘氏獻石砮楛矢，苦庭之國獻文犀駝。	As a result of this campaign, the Bearer of the Mace Cai Mao was exiled to Beihai, and the state of Henan was forfeited.
984	命釋百姓之囚，表商容之閭，命南宮括散鹿臺之財，發鉅橋之粟以賑貧弱。	Cao Cao sent his Steward Liu Biao to take care of the burial of the empress, and he arranged for the funeral cortege to take place in the Northern Palace. Then he arranged that she might be treated with the utmost respect and treated as an honoured guest.
985	時夷雍之子名伯夷、叔齊，不食周粟，餓於首陽，依麋鹿以為群。	At the time of the rebellion, the barbarians of Xinye had long been resentful of Zhou Yu, so they sent tribute and begged for favours. Yuan Shu took no favours, but he pretended to be orphaned and orphaned, and in the end he managed to buy himself some territory by trickery.
986	叔齊起害鹿，鹿死，伯夷恚之而死。	In the summer, in the fifth month on the day of the death of Wei Ji, Gongsun Gong died in a fire. He was hit by a random arrow and died. He died from the blow.
987	漢高祖劉季，父名執嘉，母曰含始，入池中浴，見玉雞銜赤珠，名曰玉英，吞之有孕。	"In the ninth month Huang Zu went to the house of Han. He saw Huang Zijiang and saw his face, and he sighed and said, ""In ancient times, when Gaozu came to the throne, he kept his seal and ribbon of office, and when he saw a strange face in the road he would gaze at it with respect."
988	昔孔子夢三槐間豐沛邦有赤蛇，化為黃玉，上有文曰“卯金刀”字，此其瑞矣。	"Chen Gui, however, said to his Attendant Officer Yuan Tan, ""The Yellow Turbans have always been of poor quality, and the rulers of the Three Dynasties have been unjustified in their judging of good men. They should be punished for their failure, and they should be banished to the Three Adjuncts. As a result, though the Yellow River ran clear, it did not flow as expected."
